item_id|title|subtitle|categories|author_name|image_url|description
B00R04MDYA|In the Unlikely Event|Kindle Edition|[  Literature & Fiction]|Judy Blume|https://m.media-amazon.com/images/I/511z7P2oONL.jpg|[Review, '“Makes us feel the pure shock and wonder of living. . . . Judy Blume isn’t just revered, she’s revolutionary.” —', The New York Times Book Review, '“[A] page-turner, emotionally resonant and down-to-earth. . . . Reading', In the Unlikely Event, is like reconnecting with a long-lost friend.” —, The New Yorker, '“Gives us everything that Blume is known (and beloved) for. . . . This novel is her most ambitious to date, and she lives up to its reach with her characteristic frankness, compa
B0091TMCE8|The Second Chance Café (A Hope Springs Novel)|Kindle Edition|[  Literature & Fiction]|Alison Kent|https://m.media-amazon.com/images/I/51-oXAduhpL.jpg|[From Publishers Weekly, 'Veteran romance author Kent (', Undeniable, ') inaugurates a small-town series set in Hope Springs, Tex., the kind of place where people remember Kaylie Flynn by name when she comes back after 10 years away. She left as a newly emancipated foster child; now she\'s a college-educated woman with one successful business built and another taking shape in her mind. The gorgeous but deteriorating Victorian house that was her refuge in childhood will be renovated and opened to
B000FC2L1O|Outlander: A Novel (Outlander, Book 1)|Kindle Edition|[  Literature & Fiction]|Diana Gabaldon|https://m.media-amazon.com/images/I/51PrW27sXWL.jpg|[Review, Praise for Diana Gabaldon’s Outlander novels, '“Marvelous and fantastic adventures, romance, sex . . . perfect escape reading.”', —, San Francisco Chronicle, ',', on, Outlander, “History comes deliciously alive on the page.”, —New York, Daily News, ',', on, Outlander, “Gabaldon is a born storyteller. . . . The pages practically turn themselves.”, —, The Arizona Republic, ',', on, Dragonfly in Amber, “Triumphant . . . Her use of historical detail and a truly adult love story confirm Gaba
B00KVI9DP4|The Reluctant Midwife: A Hope River Novel|Kindle Edition|[  Literature & Fiction]|Patricia Harman||[From the Back Cover, The author of the nationally bestselling novel, The Midwife of Hope River, returns with a moving story about the power of the human spirit and the miracle of new life, 'Nurse Becky Myers is a reluctant midwife. She\'s far more comfortable with tending the sick than helping women deliver their babies. For these mothers-to-be, she relies on an experienced midwife, her dear friend Patience Murphy. But the Great Depression has hit West Virginia hard. Men are out of work; women 
B004QWZCYC|The Last Call (The Bill Travis Mysteries Book 1)|Kindle Edition|[  Literature & Fiction]|George Wier||[]
B07H185G5T|The Queen's Gambit|Kindle Edition|[  Literature & Fiction]|Walter Tevis|https://m.media-amazon.com/images/I/51hsBrO5WgL.jpg|[From the Back Cover, 'Eight year-old orphan Beth Harmon is quiet, sullen, and by all appearances unremarkable. That is until she plays her first game of chess. Her senses grow sharper, her thinking clearer, and for the first time in her life she feels herself fully in control. By the age of sixteen, she\'s competing for the U.S. Open championship. But as she hones her skills on the professional circuit, the stakes get higher, her isolation grows more frightening, and the thought of escape becom
B00362XLI2|Citizens of London: The Americans Who Stood with Britain in Its Darkest, Finest Hour|1st Edition, Kindle Edition|[  History]|Lynne Olson|https://m.media-amazon.com/images/I/51OFDwhTwNL.jpg|[Review, “Citizens of London, is a great read about the small band of Americans and their courageous role in helping Britain through the darkest days of early World War II. I thought I knew a lot about that dangerous period but Lynne Olson has taught me so much more.”, —Tom Brokaw, '“In this engaging and original book, Lynne Olson tells the story of the Americans who did the New World credit by giving their all to help Churchill\'s Britain hold on against Hitler. Rich in anecdote and analysis, t
B07DTB52HJ|Lying Next to Me|Kindle Edition|[  Literature & Fiction]|Gregg Olsen|https://m.media-amazon.com/images/I/41rSaQpivNL.jpg|[Review, “, Lying Next to Me, 'is a clever, chilling puzzle of a tale. A riveting, sharp-edged page-turner, it’s Gregg Olsen’s best book yet.”', '—A. J. Banner,', USA Today, bestselling author, '“A dark, claustrophobic thriller filled with twists and turns. A brilliant book.”', '—Caroline Mitchell, #1 international bestselling author', “In, Lying Next to Me, ', [Olsen] has given us a first-rate work of psychological complexity as well as a mystery that is full of twists and is quite a grabber.”'
B06XC5ZWVV|EMBRACE THE WIND: An Historical Novel of the American West (Aislynn's Story Book 2)|Kindle Edition|[  Literature & Fiction]|Susan Denning|https://m.media-amazon.com/images/I/51W2GeAhhuL.jpg|[Review, EMBRACE THE WIND, is a unique love story that provides an intimate window into the vital role women played in settling the American West. Susan Denning deftly highlights political and social issues of the 1870s that resonate loudly in our nation today, '. Amy Goodman, award winning syndicated journalist, columnist and author.', EMBRACE THE WIND, 'is a thrilling ride through the Wyoming Territory circa 1870, some 20 years before statehood. Our 20-year-old heroine, Aislynn Maher, has much
B015GB04IK|Shackles: The truth will set you free (Sunshine Coast Book 1)|Kindle Edition|[  Religion & Spirituality]|Dianne J. Wilson|https://m.media-amazon.com/images/I/411i890KE9L.jpg|[Review, 'Couldn\'t put it down! Loved reading about places so familiar to me, bringing back lovely childhood memories. The analogy of the crumpled note left an impression. Thank you for writing it! - Christopher ProbertA fun adventure into the supernatural world of hearing God! Really enjoyed it :) - mmmmbooksA Great read! A refreshing story that will renew your faith in God and a great reminder of what good relationships are based on. I look forward to Dianne\'s next book. - J.A. OwenbyCould n
B01DHWACVY|Born a Crime: Stories from a South African Childhood|Kindle Edition|[  Humor & Entertainment]|Trevor Noah|https://m.media-amazon.com/images/I/5102ogTDCGL.jpg|[Excerpt. © Reprinted by permission. All rights reserved., '1RunSometimes in big Hollywood movies they’ll have these crazy chase scenes where somebody jumps or gets thrown from a moving car. The person hits the ground and rolls for a bit. Then they come to a stop and pop up and dust themselves off, like it was no big deal. Whenever I see that I think, That’s rubbish. Getting thrown out of a moving car hurts way worse than that.I was nine years old when my mother threw me out of a moving car. It 
B0043M4ZH0|The Ultimate Hitchhiker's Guide to the Galaxy: Five Novels in One Outrageous Volume||[  Literature & Fiction]|Douglas Adams|https://m.media-amazon.com/images/I/51RcjTKoCFL.jpg|[Review, '“WITH DROLL WIT, A KEEN EYE FOR DETAIL AND HEAVY DOSES OF INSIGHT . . . ADAMS MAKES US LAUGH UNTIL WE CRY.”', –San Diego Union, '“LIVELY, SHARPLY SATIRICAL, BRILLIANTLY WRITTEN . . . RANKS WITH THE BEST SET PIECES IN MARK TWAIN.”', –The Atlantic, From the Trade Paperback edition., About the Author, 'Douglas Adams (1952-2001) was the much-loved author of the Hitchhiker\'s Guides, all of which have sold more than 15 million copies worldwide.', --This text refers to an out of print or una
B003IEJZRY|The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure|Kindle Edition|[  Literature & Fiction]|William Goldman|https://m.media-amazon.com/images/I/51yazpJjL8L.jpg|"[Review, PRAISE FOR, THE PRINCESS BRIDE, '""[Goldman\'s] swashbuckling fable is nutball funny . . . A \'classic\' medieval melodrama that sounds like all the Saturday serials you ever saw feverishly reworked by the Marx Brothers."" --', Newsweek, '""One of the funniest, most original, and deeply moving novels I have read in a long time."" --', Los Angeles Times, From the Back Cover, 'A tale of true love and high adventure, pirates, princesses, giants, miracles, fencing, and a frightening assortment "
B00FY54JYO|Gansett Island Boxed Set Books 1-3|Kindle Edition|[  Literature & Fiction]|Marie Force|https://m.media-amazon.com/images/I/51HvFwjwAGL.jpg|[About the Author, '***Start reading Marie\'s New York Times Bestselling Gansett Island Series today with Maid for Love, free on Amazon.***', Marie Force, is the, New York Times, 'bestselling author of more than 50 contemporary romances, including the Gansett Island Series, which has sold more than 2.3 million books, and the Fatal Series from Harlequin Books, which has sold more than 1.2 million books. In addition, she is the author of the Green Mountain Series as well as the erotic romance Quan
B07Z43JXYH|Big Summer: A Novel||[  Literature & Fiction]|Jennifer Weiner|https://m.media-amazon.com/images/I/41ufVaPjWKL.jpg|[Review, PRAISE FOR, BIG SUMMER, ':', “, Sexy and satisfying. . ., 'Observant, self-aware, and very funny,', Big Summer, will delight Jennifer Weiner’s many fans and could be just, the absorbing take-me-away read so many of us need right now.”, —, USA Today, '“It\'s the beach read to end all beach reads.”—', Entertainment Weekly, '“Part dissection of female friendships, part murder mystery, part social-media tutorial, part love story and—the best of them all—part portrait of an overweight, under
B009LEFUKG|Black Jasmine (Paradise Crime Mysteries, Book 3)||[  Literature & Fiction]|Toby Neal|https://m.media-amazon.com/images/I/51U9T0n8aNL.jpg|"[About the Author, 'Kirkus Reviews calls Neal\'s writing, ""persistently riveting. Masterly.""', 'Award-winning, USA Today bestselling social worker turned author Toby Neal grew up on the island of Kaua`i in Hawaii. Neal is a mental health therapist, a career that has informed the depth and complexity of the characters in her stories. Neal\'s police procedurals with multicultural detective Lei Texeira and a host of colorful side characters, explore the crimes and issues of Hawaii and are so popula"
B00H0V1TXO|A Fighting Chance|Kindle Edition|[  Politics & Social Sciences]|Elizabeth Warren|https://m.media-amazon.com/images/I/51wZPJiPTvL.jpg|[From, Booklist, '*Starred Review* Warren gained national notoriety during her tenure on the commission to study the financial crisis, leading to creation of the consumer finance agency she headed briefly. In this engaging memoir, she recalls her journey from a childhood of struggle in Oklahoma City to success in academia and politics and laments the lack of chances for others to work hard and achieve their own versions of success. Warren recalls an early marriage, struggling to raise young chil
B005QOX3ZY|On Silver Wings|Kindle Edition|[  Science Fiction & Fantasy]|Evan Currie||[About the Author, 'Evan Currie is the bestselling author of the Odyssey One series, the Warrior’s Wings series, and more. Although his post-secondary education was in computer sciences, and he has worked in the local lobster industry steadily over the last decade, writing has always been his true passion. Currie himself says it best: “It\'s what I do for fun and to relax. There\'s not much I can imagine better than being a storyteller.”', --This text refers to an out of print or unavailable edi
B00NK1GLM2|The Never Hero (Chronicles Of Jonathan Tibbs Book 1)|Kindle Edition|[  Science Fiction & Fantasy]|T. Ellery Hodges||"[Review, '2015 Reader\'s Favorite Book Awards', 'The Never Hero received an Honorable Mention in the category of Science Fiction. ""The idea of an ordinary man forced to defend the existence of mankind without anyone ever knowing about his sacrifice just sounded like an amazing story, and it really was. I couldn\'t put the book down. I really admired Jonathan throughout the book. Even though he was a regular guy with a regular life, he had these values and morals that made him capable of becoming"
B00HHI1T9O|Moonfixer|Kindle Edition|[  Literature & Fiction]|Christy French|https://m.media-amazon.com/images/I/51D3FiucuWL.jpg|[]
B004SUP1XO|The Ugly Duckling (Illustrated)|Kindle Edition|[  'Children\'s eBooks']|Jerry Pinkney|https://m.media-amazon.com/images/I/517owjJLwlL.jpg|"[About the Author, 'Hans Christian Andersen was a Danish author and poet best remembered for his fairy tales, both original and retold, including the beloved classics ""Thumbelina,"" ""The Emperor\'s New Clothes,"" ""The Fir Tree,"" ""The Steadfast Tin Soldier,"" ""The Princess and the Pea,"" ""The Red Shoes,"" ""The Ugly Duckling,"" and ""The Snow Queen.""', 'Jerry Pinkney is one of America’s most admired children’s book illustrators. He has won the Caldecott Medal and five Caldecott Honors, five Coretta Scott"
B01K4TXVWK|The Breaking Light (Split City Book 1)|Kindle Edition|[  Teen & Young Adult]|Heather Hansen|https://m.media-amazon.com/images/I/51b3qvzpVPL.jpg|[Review, “, The Breaking Light, 'shattered my expectations! Inventive tech, stellar world-building, and a star-crossed romance that left me breathless.…I loved it!”', '—Lindsay Cummings,', New York Times, bestselling author of, Zenith, and, The Murder Complex, '“At just over 250 pages, the first installment in the series is easy to devour in one sitting. It has moments that are nail-biting, that are heartbreaking, that are incredibly romantic. It promises dramatic fight scenes, daring escapes, s
B00O4FK88Q|The Altar Girl: A Prequel (Nadia Tesla)|Kindle Edition|[  'Mystery, Thriller & Suspense']|Orest Stelmach|https://m.media-amazon.com/images/I/51ueQnQlgaL.jpg|"[Review, '""Like his protagonist Nadia in', The Altar Girl, ', Stelmach keeps all his promises. I read it in two sittings. As the pages flew by, I marveled at the plot intricacies and character depth.” —David L. Robbins, author of', 'The Devil\'s Waters', and, The Empty Quarter, '“This harrowing prequel to the Nadia Tesla series, which began with 2013’s', The Boy from Reactor 4, ', focuses on a severely dysfunctional family saturated with Ukranian angst...the cultural background is fascinating.” "
B0066B7JWE|The Dog Who Came to Stay: A Memoir|Kindle Edition|[  'Crafts, Hobbies & Home']|Hal Borland||[Review, '“It is not a mere book to read. It is one to participate in, to experience, to feel. Recommended as much more than a superior dog book!” —', Library Journal, '“A book for those who know the companionship of an honest dog, and for those who must realize the blessing of such an experience vicariously.” —', The Christian Science Monitor, About the Author, 'Hal Borland (1900–1978) was a nature writer and novelist who produced numerous bestselling books including memoirs and young adult cla
B00G3L153Q|Fast Track (Buchanan / Renard / MacKenna Book 12)|Kindle Edition|[  Literature & Fiction]|Julie Garwood|https://m.media-amazon.com/images/I/51stKFXbi9L.jpg|[Review, Praise for #1, New York Times, bestselling author Julie Garwood, “Whoever thinks romantic suspense is dead should read a Julie Garwood book.”—, USA Today, “A trusted brand name in romantic suspense.”—, People, “Julie Garwood creates masterpieces every time she writes a book.”—, The Kansas City Star, “Undoubtedly Garwood is a pro.”—, Kirkus Reviews, '“If a book has Julie Garwood’s name on it, it’s guaranteed to be a meticulously written...and thoroughly engaging story.”—', Sun Journal, '
B005BOXJK8|Out of Control (The Kincaid Brides Book #1): (An Inspirational Historical Western Cowboy Romance)|Kindle Edition|[  Religion & Spirituality]|Mary Connealy|https://m.media-amazon.com/images/I/51pncixNPuL.jpg|"[About the Author, 'Mary Connealy writes fun and lively ""romantic comedy with cowboys"" for the inspirational market. She is the author of the successful Lassoed in Texas, Montana Marriages, and Sophie\'s Daughters series, and her novel', Calico Canyon, 'was nominated for a Christy Award. She lives on a ranch in eastern Nebraska with her husband, Ivan, and has four grown daughters.', --This text refers to the, audioCD, edition.]"
B01EMJ2VYC|Star Wars: Ahsoka|Kindle Edition|[  'Children\'s eBooks']|E. K. Johnston|https://m.media-amazon.com/images/I/51HPYIp2xfL.jpg|"[From School Library Journal, 'Gr 7 Up—Ahsoka Tano holds a special place in the hearts of many ""Star Wars"" aficionados. The breakout character of the Star Wars: The Clone Wars TV show finally gets her story told, and fans will not be disappointed. After leaving the order of the Jedis and her teacher Padawan Anakin Skywalker, Ahsoka embarks on a journey to discover who she is and how she can move on after leaving the group that has defined her for so long. She ends up on Raada, a small, out-of-th"
B005MMO0IY|Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America|Kindle Edition|[  History]|Gilbert King|https://m.media-amazon.com/images/I/511Or7iDm4L._SY346_.jpg|"[Review, '""Must-read, cannot-put-down history.""', '(New York Times)', '""Superb.""', '(Junot Diaz, author of This Is How You Lose Her)""A powerful and well-told drama of Southern injustice.""', '(The Chicago Tribune)', '""', Devil in the Grove, 'is a compelling look at the case thatforged Thurgood Marshall\'s perception of himself as a crusader for civil rights. . . . King\'s style [is] at once suspenseful and historicallymeticulous""', '(Christian Science Monitor)', '""Recreates an important yet overl"
B00SS3WBDK|Walking in the Rain: Surviving the Fall|Kindle Edition|[  Science Fiction & Fantasy]|William Allen|https://m.media-amazon.com/images/I/51qD6QRONeL.jpg|[About the Author, 'William Allen was born and raised in the Piney Woods of Southeast Texas, a place of great natural beauty and a scarcity of decent paying employment. Growing up on a farm, he dreamed of one day finding one of those jobs involving working indoors and enjoying regular hours.', --This text refers to an out of print or unavailable edition of this title.]
B01JLXET7G|Hogwarts: An Incomplete and Unreliable Guide (Kindle Single) (Pottermore Presents Book 3)|Kindle Edition|[  Teen & Young Adult]|J.K. Rowling|https://m.media-amazon.com/images/I/5114g2RT6IL.jpg|[]
B07TCN8WYB|Bob's Saucer Repair (Bob and Nikki Book 1)||[  Science Fiction & Fantasy]|No Disponible|https://m.media-amazon.com/images/I/51m4hoKOmOL.jpg|[]
B0042FZWZ2|Faking It|Kindle Edition|[  Literature & Fiction]|Elisa Lorello|https://m.media-amazon.com/images/I/31Yr12I1YTL.jpg|[About the Author, 'Elisa Lorello was born and raised on Long Island, the youngest of seven children. She earned her bachelor\'s and master\'s degrees from the University of Massachusetts-Dartmouth and launched a career teaching rhetoric and composition. In addition to teaching, Elisa wrote the Kindle best-selling novels', Faking It, and, 'Ordinary World, Why I Love Singlehood', '(co-authored with Sarah Girrell), and', Adulation, '. After six years in North Carolina, she has recently returned to
B000FC146C|The Thorn Birds|Kindle Edition|[  Literature & Fiction]|Colleen McCullough|https://m.media-amazon.com/images/I/51AVoJ69cQL.jpg|[Review, '\'\' A heart-rending epic . . . truly marvelous.\'\' --', Chicago Tribune, '\'\'A perfect read . . . The kind of book the world blockbuster was made for.\'\' --', Boston Globe, '\'\'This gripping and passionate tale of an Australian family is a natural for audio presentation . . . Woods creates an audio edition that is as addictive to listen to as the book is to read.\'\' --', AudioFile, --This text refers to an alternate, kindle_edition, edition., From the Back Cover, 'Colleen McCullo
B01DK93WKW|The Watchmaker's Daughter (Glass and Steele Book 1)|Kindle Edition|[  Literature & Fiction]|C.J. Archer|https://m.media-amazon.com/images/I/51IA+ntOAuL.jpg|"[Review, '""Glass and Steele Make for Powerful Reading...What would happen if you took Sherlock Holmes, Hermione Granger, and sprinkled in a few characters from Jane Austin and Zane Grey? You would probably begin to approach what C.J. Archer has done with India Steele and Matthew Glass. Be prepared for Victorian morals, magic, mystery, and culture clashes. Fun reading and in the hands of the right director a great series of movies."" ~ Katie Squire ""Once again, C.J. Archer has managed to give us a"
B0076DF3LK|Low Pressure|Kindle Edition|[  Literature & Fiction]|Sandra Brown|https://m.media-amazon.com/images/I/51dPfWcTORL.jpg|"[Review, '""This is classic Brown, packing a story with plenty of romantic tension and chilling danger!""―', Romantic Times, '""Brown skillfully combines strong characterization with plots that keep the reader guessing all the way...A good old-fashioned thriller and a winner...""―', Kirkus Reviews, '""Sexual tension fueled by mistrust between brash Denton and shy Bellamy smolders and sparks in teasing fashion throughout.""―', Publishers Weekly, '""Sandra Brown meticulously develops a stellar cast of ch"
B00CVS2J80|Red Rising (Red Rising Series Book 1)|Kindle Edition|[  Literature & Fiction]|Pierce Brown|https://m.media-amazon.com/images/I/51D77-p9JJL.jpg|[Amazon.com Review, 'An Amazon Best Book of the Month, February 2014:', Look beyond the inevitable comparison to, The Hunger Games, --, Red Rising, 'is the first book of a gritty, complex trilogy that blazes its own trail. On desolate Mars, the protagonist, Darrow, is caught in a class system that thrives on oppression and secrecy. He is a Red, the lowest member of society, born to toil in the bowels of the planet in service to the sovereign Golds. When Darrow suffers a devastating loss and betr
B00JFABVXG|Countdown (The Men of the Sisterhood Book 2)|Kindle Edition|[  Literature & Fiction]|Fern Michaels|https://m.media-amazon.com/images/I/51JNelSlxqL.jpg|[About the Author, 'Fern Michaels is the USA Today and New York Times bestselling author of the Sisterhood and Godmothers series and dozens of other novels and novellas. There are over seventy-five million copies of her books in print. Fern Michaels has built and funded several large day-care centers in her hometown, and is a passionate animal lover who has outfitted police dogs across the country with special bulletproof vests. She shares her home in South Carolina with her four dogs and a resi
B00DGK7WAM|Tall, Tatted, and Tempting (The Reed Brothers Series Book 1)|Kindle Edition|[  Literature & Fiction]|Tammy Falkner|https://m.media-amazon.com/images/I/51+OZvNVO6L.jpg|"[Review, '""Tammy Falkner is a master story-teller who really knows how to pull on the heartstrings."" -- Romance Junkies""Tammy Falkner (also part of the writing team behind Lydia Dare) has come into the New Adult Genre with a bang in Tall, Tatted and Tempting."" -- The Brunette Librarian', From the Author, I hope you enjoy my new series!, From the Back Cover, 'She\'s locked up tight. But he might be the key. Logan Reed is tall, tatted and tempting. Kit\'s a woman with a mean right hook and a secre"
B00O2BKMWE|Piranha (The Oregon Files Book 10)|Kindle Edition|[  Literature & Fiction]|Clive Cussler|https://m.media-amazon.com/images/I/51bAVMsuN-L.jpg|[Review, Praise for, Mirage, '“Whenever any reader thinks about the ultimate action/adventure books, Clive Cussler is the name that appears in the mind.', Mirage, 'is another stunner, full of action, death-defying escapes, heart-stopping scenes, and a cast of characters you will not forget.”—', Suspense Magazine, “Excellent. Juan Cabrillo is the perfect leader!”—Associated Press, --This text refers to the, hardcover, edition., About the Author, Clive Cussler, 'is the author or coauthor of over f
B0079XPUOW|Redshirts: A Novel with Three Codas (Hugo Award Winner - Best Novel)|Kindle Edition|[  Science Fiction & Fantasy]|John Scalzi|https://m.media-amazon.com/images/I/41jEZmHPwhS.jpg|[About the Author, 'John Scalzi is the author of several SF novels including the bestselling Old Man’s War sequence, comprising Old Man’s War, The Ghost Brigades, and the New York Times-bestselling The Last Colony. He is a winner of science fiction’s John W. Campbell Award for Best New Writer, and he won the Hugo Award for Your Hate Mail Will Be Graded, a collection of essays from his popular blog Whatever. His latest novel, Fuzzy Nation, hit the New York Times bestseller list in its first week 
B00CYPL01M|Through Streets Broad and Narrow: An inspiring tale from 1920's Dublin (Ivy Rose Series Book 1)|Kindle Edition|[  History]|Gemma Jackson|https://m.media-amazon.com/images/I/51Ol-0dLl3L.jpg|[]
B00A28HOEA|The Silver Star: A Novel|Kindle Edition|[  Literature & Fiction]|Jeannette Walls||[Review, '“At heart Walls is a wonderful yarn-spinner…This is a page-turner, built for hammock or beach reading.” (Karen Valby Entertainment Weekly)“Walls is adept at steeping her characters in some intense, old-fashioned drama…', The Silver Star, 'is a lovely, moving novel with an appealing narrator in Bean.” (Carmela Ciuraru USA Today)“A remarkable coming of age tale.” (New York Post)“Walls writes with easy assurance about Liz and Bean, proving in fiction as she did in her memoir,', The Glass 
B009D99R0I|Playing with Poison: A Humorous and Romantic Cozy|Kindle Edition|[  Literature & Fiction]|Cindy Blackburn|https://m.media-amazon.com/images/I/41tIywIlUIL._SY346_.jpg|[]
B01M0XHNFX|Configured: Book #1 in the Configured Trilogy|Kindle Edition|[  Teen & Young Adult]|Jenetta Penner||[Review, This book is fantastic!, 'I can understand why people compare it to divergent and matched series. It is much like the two combined but in my opinion better. I suppose its because in some ways it is more believable. and in others because its terrifyingly amazing at how the system used to govern in the book is so perfect and yet completely flawed. A system where intellect rules and is used to make the world a safer healthier place. Seems wonderful but at the same time you give up things l
B073YTMMQS|Still Me: A Novel (Me Before You Trilogy Book 3)|Kindle Edition|[  Literature & Fiction]|Jojo Moyes|https://m.media-amazon.com/images/I/41lMT2BoqBL.jpg|"[Review, Praise for, 'Still Me:', '“Delightful.""', --People, “Full of charming antics. . . Entertaining.”, –Associated Press, “Still Me, offers a warm conclusion to the, Me Before You, trilogy, . . ., 'resulting in the best entry in the trilogy yet. . . Moyes has crafted a clear-eyed tale of self-discovery and the sacrifice required to live a life honestly in pursuit of the things you love. [It will] keep you sighing with delight to the very last page. A.”', —Entertainment Weekly, '“Jojo\'s work"
B00C5R77CA|A Matter of Choice|Kindle Edition|[  Literature & Fiction]|No Disponible|https://m.media-amazon.com/images/I/51C2-IpI4XL.jpg|[]
B00AM1H5PK|Wild-born (Psionic Pentalogy Book 1)|Kindle Edition|[  Science Fiction & Fantasy]|Adrian Howell|https://m.media-amazon.com/images/I/51S13UsY70L.jpg|"[Review, '""Realistic and relatable child heroes... The story is packed with enough action to keep readers engaged all the way through... A solid start to a new superhero saga.""', -, Kirkus Reviews, '""An incredible adventure... has you craving for more.""', -, Serious Reading, '""Has enough gore, conspiracy and heart to appeal to the mature reader also... to date the best produced e-book I have seen.""', -, Between the Leaves, '(Review Blog)', '""I was unable to put the book down and I raced to the f"
B00G3W5K9K|Beautiful Demons Box Set, Books 1-3: Beautiful Demons, Inner Demons, & Bitter Demons|Kindle Edition|[  Teen & Young Adult]|Sarra Cannon|https://m.media-amazon.com/images/I/51mV0VvsABL._SX260_.jpg|"[Review, 'Praise for the Peachville High Demons series: ""You will be', 'begging for more."" ~Ivy Reads', '""An', awesome, 'journey.""', '~Jena, Pure Textuality', '""', Brilliance!, 'From beginning to end, I was mesmerized!""', '~Ria, A Bookish Escape', '""Cannon casts a', love spell, 'with the Peachville High Demons series. It\'s a', wicked, 'read!""', '~Megg Jensen, Best Selling author of The Song of Eloh Saga', '""Reading the Peachville High Demons series is like a ride at Disney, you really', experie"
B002SR2PKG|It|Kindle Edition|[  Literature & Fiction]|Stephen King|https://m.media-amazon.com/images/I/51XXIcd5ylL.jpg|[Excerpt. © Reprinted by permission. All rights reserved., CHAPTER 1, 'After the Flood (1957)', 1, 'The terror, which would not end for another twenty-eight years—if it ever did end—began, so far as I know or can tell, with a boat made from a sheet of newspaper floating down a gutter swollen with rain.', 'The boat bobbed, listed, righted itself again, dived bravely through treacherous whirlpools, and continued on its way down Witcham Street toward the traffic light which marked the intersection 
B08BZ61HDF|A Kingdom of Flesh and Fire (Blood and Ash Book 2)|Kindle Edition|[  Romance]|Jennifer L. Armentrout|https://m.media-amazon.com/images/I/518nA6KLZPL.jpg|"[Review, '""JLA has done it again--swept me away to a powerful world of political intrigue and intense romance!"" -', New York Times, 'Bestselling Author, Wendy Higgins ""A perfectly woven tale rife with secrets, lies and seduction. Plenty of action with a perfect dose of snark. High Fantasy done the JLA way!"" - author Lily Alexander ""A Kingdom of Flesh and Fire is utter perfection. It\'s filled with twists and turns that will absolutely blow your mind. You thought From Blood and Ash was good? Look"
B00GR8QCEM|Broken|Kindle Edition|[  Literature & Fiction]|Kelly Elliott|https://m.media-amazon.com/images/I/51Ge2QrGGaL.jpg|[]
B004GHNGKE|Lights Out||[  Literature & Fiction]|David Crawford|https://m.media-amazon.com/images/I/51tpFLTvWYL.jpg|[]
B01EIJC2U4|Possession (Steel Brothers Saga Book 3)|Kindle Edition|[  Literature & Fiction]|Helen Hardt||[About the Author, New York Times, and, USA Today, 'bestselling author Helen Hardt\'s passion for the written word began with the books her mother read to her at bedtime. She wrote her first story at age six and hasn\'t stopped since. In addition to being an award winning author of contemporary and historical romance and erotica, she\'s a mother, an attorney, a black belt in Taekwondo, a grammar geek, an appreciator of fine red wine, and a lover of Ben and Jerry\'s ice cream. She writes from her
B00SEF63AY|Feverborn: A Fever Novel|Kindle Edition|[  Romance]|Karen Marie Moning|https://m.media-amazon.com/images/I/51tvdhSpoQL.jpg|[Review, '“[Karen Marie] Moning’s world-building is extensive and inspired, and she never fails to keep the action fast and the stakes high. . . . The heroes’ shared danger, victory, loss and turmoil translate into emotional intensity and sexual tension.”', —, The New York Times Book Review, '“Karen Marie Moning is back, burning up the pages with scorching tension, gasp-out-loud surprises, unshakable danger and unexpected feels.', Feverborn, 'is simply impossible to put down. . . . I’m not sure 
B005MT03FQ|Witches on Parole (WitchLight Trilogy: Book 1)|Kindle Edition|[  Science Fiction & Fantasy]|No Disponible|https://m.media-amazon.com/images/I/51uMp7WQNJL.jpg|[Review, Top 10 rated book in Kindle fiction by Amazon readers.]
B074DTFY26|The Cabin at the End of the World: A Novel|Kindle Edition|[  Literature & Fiction]|Paul Tremblay|https://m.media-amazon.com/images/I/51Ig5Ijlc+L.jpg|[About the Author, 'Paul Tremblay has won the Bram Stoker, British Fantasy, and Massachusetts Book awards and is the author of', 'Growing Things, The Cabin at the End of the World, Disappearance at Devil’s Rock, A Head Full of Ghosts,', and the crime novels, The Little Sleep, and, No Sleep Till Wonderland, . His essays and short fiction have appeared in the, 'Los Angeles Times, Entertainment Weekly', 'online, and numerous year’s-best anthologies. He has a master’s degree in mathematics and lives
B01LT76J7K|Space Team: A Funny Sci-fi Space Adventure|Kindle Edition|[  Literature & Fiction]|Barry J. Hutchison|https://m.media-amazon.com/images/I/512Snqxj2EL.jpg|"[Review, Praise for Barry J. Hutchison, '""Call off the search - we\'ve found the new Terry Pratchett."" -', The Independent, From the Back Cover, 'Cal Carver is the wrong guy, in the wrong space, at the wrong time in this funny scifi adventure from multi-award-winning author, Barry J. Hutchison.', About the Author, 'Barry J. Hutchison is an award-winning author, screenwriter and writer of comic books from the Highlands of Scotland. Having written over 70 books for children and teenagers, Barry ha"
