user_id,categories,top_books
AEYD3HBHRB3PS5REYCUSONO5UPVQ,[  Literature & Fiction],"B00KTLXWZK,B00EBRU00S,B0868V86HD"
AEYHHBLHQHPZ5HOKDTSUOLDUSC5Q,[  Literature & Fiction],"B08W4GBT33,B01GGL89P4,B00XIHMD2K"
AEYHV4XTGLBNSZBZBWSGPMV2DX4Q,[  Literature & Fiction],"B00J4XVNS2,B00K0LAH3Y,B084VJS9Q6"
AEYJE7QGESXJWN7PESQ5KZNXCEUA,[  Literature & Fiction],"B0BCP3JP6F,B07MJJ162F,B088QJ787J"
AEYLBW7MNZIKX3DEISWJ2UBDFMKA,[  Literature & Fiction],"B00BAXFECK,B007U3A23U,B071X49643"
AEYLYTZ2MHILLZWASG3NMQR52KHA,[  Literature & Fiction],"B0BBY6R1KT,B000UZJQXM,B09LCBWNT7"
AEYOEIJJ6J2Q4SUQH5I6S7OVRCAQ,[  Literature & Fiction],"B01CNTUGF4,B008J2G5Y6,B00EMXBDMA"
AEYOEVFI4YHIELML4XH5TWIWEFNA,[  Literature & Fiction],"B085BVSXS9,B09MCZ798K,B089SQN5WQ"
AEYQ3CKHP5V75P5YKKN5M7XSDQLA,[  Literature & Fiction],"B08ZWPKZG1,B00XCKT8AI,B00941PRJK"
AEYQUKZSMPWS6V6LEIVUGWEH3HQA,[  Literature & Fiction],"B0722T3G6P,B0166B9HZ0,B06XQ655PC"
AEYRFWGFQT5NKOY66C6UQGNCMNRQ,[  Literature & Fiction],"B008J2G5Y6,B00QUGL19W,B077TWQW1V"
AEYS7I6RAL24SUYLZHP6CQPQSRCQ,[  Literature & Fiction],"B08RS5JH69,B01KGZVTOE,B01BS7P3BE"
AEYSSXVNVHINVXQT44QSCWAEG7RQ,[  Literature & Fiction],"B09RWNTLMR,B08RD8WFH9,B01122BZNK"
AEYUSOOZMDJWSJL3PTDZMLOGBPQA,[  Literature & Fiction],"B07BYXR4Y4,B00S2TO9JY,B07SH5V2NB"
AEYVZGJ2XH6P4PA3YF7AKUA4CJ2A,[  Literature & Fiction],"B07D5FT7FS,B01H9DSUAW,B00O1BU7AW"
AEYY4B2QKL3TBBXEYIO5PG7LWA4Q,[  Literature & Fiction],"B000OIZSKA,B00EHMFC78,B01K3WN2LS"
AEYYEDH5DBN4SX72IKXOJPQE46VQ,[  Literature & Fiction],"B07NKP3JL4,B076V3MZGT,B07MV8SWZF"
AEYZVZNR6ILG3SNU7Y4NVBNZG3KQ,[  Literature & Fiction],"B008ADQLZ2,B00HXYKYDE,B00B3GMGZ2"
AEZ2J3NC5556NFZVGS7QFFX74CDA,[  Literature & Fiction],"B07Y22KM21,B07Z6SPM72,B07NXXYG1G"
AEZ2QFCLVDLNVB6VTDYNBB4ZNL5A,"[  'Mystery, Thriller & Suspense']","B00XJ7D2AQ,B00CYI3FKS,B008EKZJ90"
AEZ34YJTN3ZHIDPZLCYRUROFHLNA,[  Literature & Fiction],"B08CHNCDN5,B086JMSSVH,B078GD3DRG"
AEZ3INAALRNMQXZ3MI6DGII3A2GQ,[  Literature & Fiction],"B00EZCY0LO,B071RNYMNM,B000FC146C"
AEZ7GVK45D5KNSLNSQWZLM47Z22Q,[  Literature & Fiction],"B07FPS89MX,B07DVQ5S65,B06ZZMV61G"
AEZBSZO26KTJQPA5STUGVYRCW2SA,[  Literature & Fiction],"B09TWSRMCB,B092RXXJDM,B000FA5SPW"
AEZBZVGVIIYA2JTXCXKOFRLFGVVQ,"[  'Mystery, Thriller & Suspense']","B00MAXJZZ6,B01EYSPXP0,B008E9VENQ"
AEZEM56DKTXKYBAF3P2YWB26WJVQ,[  Literature & Fiction],"B078GD3DRG,B098QS47D3,B0192CTMWI"
AEZF7DN3R35LFFAYHTO74SIWGBSA,[  Literature & Fiction],"B0831GGQS7,B07N662525,B0718WHGXK"
AEZF7GTWXOIGG4ZIHXFHWKZCPYZA,[  Literature & Fiction],"B09NZ5345D,B08NY1H9KS,B076G47245"
AEZFAKQF665EI34M2HMHNG25F65Q,[  Teen & Young Adult],"B01NBVOYKN,B00OAGWXI2,B008476HBM"
AEZH6IRVRTJVTJATPVB3SJY726WA,[  Literature & Fiction],"B07B8H8ZVW,B078L6GCP3,B01I0X2YR0"
AEZHKYHPT5GACUXWIAQI55IFBJSQ,[  Literature & Fiction],"B004YDSL9Q,B0036Z9W00,B009LQKHIO"
AEZKU7WUO64SYVVIEW3I6RK4LSZA,[  Literature & Fiction],"B008KJAIDC,B00AEESN60,B009LRWJQQ"
AEZNVLZLX2QGI3J5UUCIECQH5UGA,[  Literature & Fiction],"B07869BSD4,B01GO1M8IK,B01LZ37NWE"
AEZOMC7KEKZFDMQS4E3OHQE6NXPA,[  Literature & Fiction],"B01DJI01G2,B00WLD27N2,B00FNWRSCI"
AEZQ46QXOFRVI7H6JCQGQGIOX7JA,[  Literature & Fiction],"B01FPJ0DFC,B000FC0PDA,B08T6XN4FP"
AEZQ4PRAOQQCAMIVC2AUFV2S4PHQ,[  Literature & Fiction],"B0976V6YSL,B00V12L3CU,B09PNM8FFN"
AEZRFALCRXYIFYFYVC63HXHDU6JQ,[  Literature & Fiction],"B01M8NHXGH,B01ANM7GJC,B000UZQI0Q"
AEZRZV7ZAMRIT2KTQDTUBBJJCBSA,[  Literature & Fiction],"B087JJ2K54,B077D5NMB8,B07DC8LGG7"
AEZSSK6LVSCTAIWK3ESS7TR2J4XQ,[  Literature & Fiction],"B00NOAZIA0,B0018QQQK8,B001GUXJSI"
AEZVD4RC72IYKQLYFWXVXWMD6V5A,"[  'Mystery, Thriller & Suspense']","B00J7OQARC,B0B9176WY5,B09WNK358C"
AEZYRITVIIBBQCP4SO4GJIVQ3ITQ,[  Literature & Fiction],"B075ZV94CS,B07D2BJ2JQ,B082SX9CXQ"
AF22ETWHXGFFB7A6SUHF3HK3S7BQ,[  Literature & Fiction],"B0BSG1XDTR,B0BDW83LGQ,B09TNQKGXY"
AF22YHZ3C4YFKTKN66SSFOJUJQMA,[  Literature & Fiction],"B086RTMD5Q,B015ZS7DSS,B072F822HJ"
AF2734LRDJ6VJRFPJY4M2WPYEEUQ,[  Literature & Fiction],"B07MV8SWZF,B01ER6Z7RI,B00YW3JBVU"
AF2BYC5M3WSX4PTCVDJHNXIXF33Q,[  Science Fiction & Fantasy],"B075TV5BHW,B01GJ6XSW0,B01AIGC31E"
AF2C56PK5QL6M4UACXFO7HLYAPUA,[  Literature & Fiction],"B01CWZFBZ4,B07JBQTL3W,B084VPDL7Z"
AF2DSBRXHOBN23OUBTOEWKRMP4JQ,[  Literature & Fiction],"B07LGD67ZZ,B00LD1S3PY,B00B7NPRY8"
AF2E3BQTS6DKVPPIWDDAT4T7QW7Q,[  Literature & Fiction],"B005SZ171I,B005VTVE0U,B004J8HSCC"
AF2GV7UBIAHG4V33GC7NTVL33OZQ,"[  'Mystery, Thriller & Suspense']","B00SI0B74M,B00INIQQVI,B008ON43PS"
AF2HWSD6PRYU7XITKUF2MBOIUSUA,[  Literature & Fiction],"B00E40F65Q,B008J2KT1G,B00NAJZDIM"
AF2JMSNEKMYOD7D6UQACZFQIAG4A,[  Literature & Fiction],"B078M5G7XH,B00NLM6AQW,B016UE6KTO"
AF2PZXUKGZNQB4ECFFCE6ADKXKBQ,[  Literature & Fiction],"B07GVMDC6V,B01MU7ZZJV,B00I7VVZAI"
AF2Q5OEKY3JVDIO46AIECFKWYNSQ,[  Literature & Fiction],"B00YW3JBVU,B07F1KTZDL,B07NVN3G7L"
AF2RGZWTE4XZ7LQPCUO6DTXSMRBA,[  Literature & Fiction],"B0746L1VPK,B01ER6Z7RI,B01AQNYZ3I"
AF2S6PG6M3MMGHKNA7E2GARH7JPQ,[  Literature & Fiction],"B07BJLB5LY,B08KWK7DCH,B08PDQ5XT4"
AF2SRPGYWKU3QTRPF33KYCH4IMFQ,[  Literature & Fiction],"B09BTQ9HW6,B0925FP6G6,B079JYG6D4"
AF2TWE6ZL2OT4HHAYLHM45A7KW2Q,[  Literature & Fiction],"B08LD4GXQ8,B0844ZQ5D7,B083JKGK15"
AF2VN74HHD3GIBGA6G6TI4JC25ZA,[  Literature & Fiction],"B01N4VW75U,B000FC1IRM,B000XUBFE2"
AF2X5IGF7G3TYOHE6GEN72KJJV6Q,[  Literature & Fiction],"B098PW8NP8,B08LDY1MKW,B078X9D4H5"
AF2XHEY7IKPC2WRFOKH3IRQHUF3A,[  Literature & Fiction],"B09BQCPBGZ,B078X9D4H5,B084VTC2P3"
AF2YIHHJUZO5XW4QR2HJOZZEVD5Q,[  Literature & Fiction],"B07S2RCH6F,B07XRJWH65,B07P92TDXQ"
AF2ZCOAH73QPSDCRK5FZEDLUV7PQ,[  Literature & Fiction],"B09DYFQPNX,B082WW397G,B08C793YN4"
AF2ZRH4BDW74TZUBGO3SOUAVNGDA,[  Literature & Fiction],"B09H3J5KBB,B01H5RE5B0,B00S5A6HWC"
AF3AYNC2JCB57NIQJKW5SPC7DBXQ,[  Literature & Fiction],"B0B1QV6NF7,B0060QM0CY,B00XJ7D2AQ"
AF3BPB7MSLKTGTWFT2JCWZ6AETZQ,[  Literature & Fiction],"B082VC2MDY,B07Y82N2M3,B07XZ8DTGH"
AF3CNNXGEF5HHVJQXK4EOD4JTGDA,[  Literature & Fiction],"B07DMZ5YR9,B07D2ZZK6N,B003K15IF8"
AF3FZBBWPO7J6QKA7H4CBNQVXH3A,[  Science Fiction & Fantasy],"B099LJNCHQ,B07Y22KM21,B07XZ8DTGH"
AF3GCEXZELGHTSCGXQCCXRNZAOXQ,[  Literature & Fiction],"B088FZWDZQ,B00MRQJ5M4,B00FJJN0WC"
AF3GQRXSN2NRSGWJ5M6P76VNBBOQ,[  Literature & Fiction],"B01DYC10PE,B07HYGQ5JZ,B0718WHGXK"
AF3GSQ2CUVTYHFNYRKE54XQUZXYQ,[  Literature & Fiction],"B0BBY6R1KT,B0976V6YSL,B08LD2HT9F"
AF3HPPKJPGERUYUHMK3LIAFQ5HWQ,[  Literature & Fiction],"B000FC10S4,B07JZ3G2WQ,B073XJDDLJ"
AF3ILKF5Y6KYKOL3IUS77OVF4FDQ,[  Literature & Fiction],"B006564VQC,B08FZNYQJC,B0899QWN9Y"
AF3JH5OIEDS5TNAQZTFPRPZ7A6VA,[  Literature & Fiction],"B01E2MQUVY,B01KI00WYU,B01D7ESSGS"
AF3KDV27OVIYJQ3TST7HBFSHWG3A,[  Literature & Fiction],"B07DDHPRKJ,B07TTJ5F7V,B07P2VZ6ZL"
AF3LNJJBZODI3QT26RIJMHB2MYDA,[  Literature & Fiction],"B078GD3DRG,B073YTMMQS,B0142IHZPI"
AF3M2HFBKY5L2LYXD4GOX5ROWIKA,[  Literature & Fiction],"B08FHBV4ZX,B08TLR3HCT,B084FLW5KM"
AF3RK34NI6KXL55FOQMM42GUMXTQ,[  Literature & Fiction],"B001KDQ4KQ,B002MQYOFW,B00D7Z4GQY"
AF3S6MS7ZELD6TXK32AIY32LSRRQ,[  Literature & Fiction],"B0777PYT6J,B01IAAZ13M,B075VCZ4VT"
AF3UTXTHN7GGLMUQ2JYQP3TPLZ7A,[  Literature & Fiction],"B084Z5Y14L,B07VQR8SG7,B07MLR5WY6"
AF3WQJWHPU7QVRKHV7EFOMUBWPZQ,[  Literature & Fiction],"B0881H739W,B00C8324IS,B00LA2QDBM"
AF3ZQ7KR6EIXI2TZLXE3AEROSQIA,[  Literature & Fiction],"B01N4OEZRB,B01LXKF3TR,B01B6E6OKI"
AF43R3AFW2SETU67CBEPAVHMMELA,[  Literature & Fiction],"B09QMHZ53K,B07QQLCZY1,B073VX7HT4"
AF45GNYVIXL3JJ2ARHFCDI6SCUNA,[  Literature & Fiction],"B01I2AK8DS,B00PUW4J50,B00GRFFRHS"
AF4BP2XA7J5CCR6LMSXJOPL36JVQ,[  Literature & Fiction],"B09KXD3SXY,B07B8H8ZVW,B004GB1T8G"
AF4C47DUOCYO4X5MBQA5SJ2DZLAA,[  Literature & Fiction],"B004ULVGPI,B071JXWDGF,B076HMJS83"
AF4ENSTMJN4AVDZ5MJCZUA5LLEPA,[  Literature & Fiction],"B079L5DDB4,B000W9399S,B00K89FZLW"
AF4ET7JVGNA5FJV4VL7K4LG42STA,[  Literature & Fiction],"B09RWNTLMR,B09PMZ93DT,B0018QOYKC"
AF4EUJSX3A7YUV2Z5S6JOBWCVWPA,[  Literature & Fiction],"B07D2ZZK6N,B078M5G7XH,B01LYMHHJG"
AF4FMJJ67OMG2DJC5VKXFSVEYDOA,[  Literature & Fiction],"B01N1UN91W,B00MRAZIIA,B073BVCHKG"
AF4GO3QJPZ7FHR2BGJVQWPHSNCRQ,[  Literature & Fiction],"B08Y8L2WB3,B088FF4S7Q,B081Z5VNJH"
AF4GW4KJBW3LAH552SANPYH3GL4A,[  Literature & Fiction],"B01MRTK9NF,B01LQ64660,B01FWOW72W"
AF4ITZIMMSIC5A22UPOXBHAOEMCA,[  Literature & Fiction],"B00JT1HP5Y,B07DC8LGG7,B013FS57P6"
AF4KLM24GDPXFAKAZ67WSHPMPT4Q,[  Literature & Fiction],"B07T6KS3QH,B088FF4S7Q,B07Y8252TG"
AF4MQARNOD4GATHGPE2L5J2CP5IQ,[  Literature & Fiction],"B08G1D6PKK,B07MYLYBHP,B01C6PX9FY"
AF4N5HY5TKO4HI2GFXLCZ3ZRSVXA,[  Literature & Fiction],"B085BWPVFC,B08DQLQDBF,B07NVD1276"
AF4NUNAZ3KCCFPRGJVWQD57WRBAQ,[  Science Fiction & Fantasy],"B0841P328G,B00AP2VQEM,B00YDJKE4G"
AF4O7YWEED6AI7LWYJCWTEXNNO6Q,[  Science Fiction & Fantasy],"B09MCY9Y34,B09CNDV984,B0925FP6G6"
AF4OMXALFVBMFOFAYOUSFS4P33RQ,[  Literature & Fiction],"B00FDRUZFK,B084WPKQ3P,B00Y6RC1SC"
AF4OOEEVA5FST272ARC3FWSP3UVQ,[  Literature & Fiction],"B084T9XHSB,B084VTC2P3,B01MEEWFIC"
AF4R4PPWTB45QQ5QZRGJVDQFLAGQ,[  Literature & Fiction],"B0180YBIYY,B009NNHPIA,B00OAGWXI2"
AF4RPJRJYQ2M4O7R4LVOGHLVOKGA,[  Literature & Fiction],"B09T2PCLW8,B08RY8WSY4,B07YL45VW2"
AF4RULTYM3ZHO2VBNLJNA2UNHVAQ,[  Literature & Fiction],"B075HYDH8B,B08LDXJC6N,B07QPHT8CB"
AF4T3LPEQVDN2XNYGI3TUZICOFDA,[  Literature & Fiction],"B001KDQ4KQ,B003P9VZF2,B00DGK7WAM"
AF4WEMSCAYQOCV2MKEO6ZV24S4YQ,[  Science Fiction & Fantasy],"B09RW9H3QH,B09LNCYFCB,B09CN4DNCP"
AF4X5BTEBK6JFNRPATT5FBVFIPEQ,[  Literature & Fiction],"B000FC0QBQ,B004T4UNU0,B088FF4S7Q"
AF4YAJ5637QRL46STZJ476UINFPA,[  Literature & Fiction],"B004KZPK92,B01DNJMO76,B00BC2BCI4"
AF4YBEZAFEMS7DU5UMDGF5W5XTZA,[  Literature & Fiction],"B000FC130E,B003H4I4JU,B00E8OLIXM"
AF4YKNYP5UUD4N7PFBM33VNEMKLQ,[  Literature & Fiction],"B009K8RHNQ,B08R75GRWM,B08CBMD25B"
AF544MTH4CLWCJI6Z7CICZYFGMNA,[  Literature & Fiction],"B00LIAZF24,B079JQ29M5,B07QDNZ1V2"
AF54M2NP36NUJCJVFCS4EE53XXPA,[  Literature & Fiction],"B004IZLRU0,B09W2BLL4B,B07QQLCZY1"
AF55QCLMZBW7UVQYJWSUBK4QXVZA,[  Literature & Fiction],"B00QQYZYOQ,B07RFQTJTG,B07X3NMHXJ"
AF56XMKNKNKLO6UG2FREL77UAFVQ,[  Literature & Fiction],"B01MAUBD33,B0995SDJMF,B08X472VK3"
AF57CS74LOZ7EIF3U4KJ3IESI2UQ,[  Literature & Fiction],"B00S6Z3S82,B00PG8UCH2,B00FEVBUYA"
AF5ABPIW5ZBWJG3MWE6XCQ3372KQ,[  Literature & Fiction],"B091N9KW8N,B08T84VZS6,B08LD2HT9F"
AF5ASOW6L5PAYYX6SRATLGOAFTZQ,[  Religion & Spirituality],"B01N27HHZT,B00KWGH3YS,B008J2KT1G"
AF5AZBLQW5DJ4CSUKZMWY6CO4XTQ,[  Literature & Fiction],"B01L19ZE22,B01NCQOPFD,B09ZKRWCG4"
AF5CQD62QUX25J5PQ3QHY6CZ4PCQ,[  Literature & Fiction],"B07N662525,B07Y8252TG,B01C6N5AOO"
AF5DRHF5UKMPGX6ZHLOZ52V2HSIA,[  Literature & Fiction],"B013FS57KG,B079R8DY6F,B00HWMKN8I"
AF5I5NCB3CJI5ERTMAQITGO6SLWA,[  Literature & Fiction],"B08VJ6XH7Y,B07YBTCMPH,B07Y82N2M3"
AF5LCMM3F5PQN7TIARLIFOEFUSRQ,[  Science Fiction & Fantasy],"B007978OY6,B0867ZMV2S,B00KUQIU7O"
AF5LV4BJ3I7OYD4UN5FQ5QEJS25Q,[  Literature & Fiction],"B0762HY74M,B0995SDJMF,B09HLCTYZ8"
AF5M3WQMBBLDSU53AK6FPWO5X5SQ,[  Literature & Fiction],"B09P2M6S2X,B01GJ5LT0O,B00Q6JAL76"
AF5N6KJ4D6W46YYWFX3KPIYOZT3Q,[  Literature & Fiction],"B08D2215RG,B07BK3M7V7,B0195PXDNQ"
AF5NIV3P32BC6MTXRTJK4VYM7BKQ,[  Literature & Fiction],"B00KTV5HVM,B00DGVFUJG,B01N2LPJ9Z"
AF5NVM6IJCCOOVETAN37BEJ2A5MA,[  Literature & Fiction],"B06Y5HPRLC,B00RJD8LOS,B01DHWACVY"
AF5OKKSIYLMCQSIIEMBDYZRN7T5Q,[  Literature & Fiction],"B009XO0IYC,B0055WY7O8,B07B8H8ZVW"
AF5QLV7XMEAU3SBSXGZEDE6YML5Q,[  Literature & Fiction],"B079R8DY6F,B087ZXSPGJ,B07MYLK9FP"
AF5TKHHQ74SD3VQVBOIDJ3D42YUQ,[  Literature & Fiction],"B0762HY74M,B08RD9LWNT,B07D2BJ2JQ"
AF5TOU3WH4HBKVKYTIL3EXWCSWRQ,[  Literature & Fiction],"B002BD2UR0,B000FCKGVG,B00KVI76ZS"
AF5WEC7LF2MAZRXGGYZXBJQIWIKQ,[  Literature & Fiction],"B00FO60AZK,B06ZZLYVCG,B01EF02ZUS"
AF5XVHNLXI5IRWWRSACA32EGUDJA,[  Literature & Fiction],"B09TCFTSPH,B01DYC10PE,B0044KM17M"
AF66RVS55EREJQ4NODB43ZMYJWPA,[  Literature & Fiction],"B086SWHM6F,B09J8JSJL5,B082SX9CXQ"
AF677RO3YP46QDUTRLFAJ4RRTUMQ,[  Literature & Fiction],"B06Y46QNHR,B07Y1X5P8M,B07TTJ5F7V"
AF67SZ3SXQBLEMU5OSJLJ77ZHMDQ,[  Literature & Fiction],"B08DQLQDBF,B09KXD3SXY,B088FF4S7Q"
AF6AMLPSBVB7A6A2ZTWIJLD2BNVA,[  Literature & Fiction],"B078M5G7XH,B000FC0QHA,B077F4WZZY"
AF6ANCFVIC5NVHZTHZL4QDTWW4BQ,[  Literature & Fiction],"B09PMZ93DT,B01H2AIFWU,B084FLW5KM"
AF6B672OZGTUFECQSVNMHWD4K5QA,[  Literature & Fiction],"B076CJX3YN,B07KS84SC3,B077D62HN7"
AF6BG3NH4QNBLLAICRL2TLPOJNDQ,[  Literature & Fiction],"B00F1R9AWG,B08VJ6XH7Y,B08V48WFCT"
AF6BWSC4SFU5MGGXEXP4RNLMJJKQ,[  Literature & Fiction],"B07Y81YYN9,B07RZL5L6Y,B00N5253CU"
AF6CJTF35IGWWRJP65IDM2C7XADA,[  Literature & Fiction],"B09MCY9Y34,B09KXD3SXY,B096RXSMX8"
AF6EG6P5L72PRFQG3NX6BXOZP33Q,[  Literature & Fiction],"B010MHAEGA,B079L4YS4Q,B01KGZVTOE"
AF6FSJXEZZTKH4KJ7B3YPPRGRHCA,[  Literature & Fiction],"B001GXF2S0,B08G1D6PKK,B01DYC10PE"
AF6ID7PVDHYLHIBN43N2CRKMTODA,[  Science Fiction & Fantasy],"B002Z13UGS,B07RB365RW,B084VVGLY4"
AF6KCH327UJJTKNO7UXHP4DQAKKQ,[  Literature & Fiction],"B084FLW5KM,B00IFTSTTC,B005V1ZJ72"
AF6LZXB6FTU46AAOTGS73N6SNHPA,[  Literature & Fiction],"B078GD3DRG,B07BLJYCY3,B00HDMMISA"
AF6S2ATDWWCLXMXFSPAGF6DSBHHQ,[  Literature & Fiction],"B000FCKPJE,B07CWSPSMX,B084WPKQ3P"
AF6ULRVAOJWRXMEYMGVNVDPZXBUQ,[  Literature & Fiction],"B082RS9D42,B0925FP6G6,B00IR4J6RY"
AF6VC7XPENW2WN7VL6OFLDCHPWKQ,[  Literature & Fiction],"B09MCY9Y34,B01M2B7EVP,B088FF4S7Q"
AF7A3ALOYGLJQEU4PTYGMMNG54UQ,[  Literature & Fiction],"B001NLL8LA,B09RWNTLMR,B08L3NB7FL"
AF7BLL2HD3AUEHNBCKY27X2KXBIQ_1,[  Literature & Fiction],"B087JJ2K54,B0874WYYRJ,B07G141J8W"
AF7BLL2HD3AUEHNBCKY27X2KXBIQ_2_1,[  Literature & Fiction],"B009LRWVVY,B0711B67D3,B01MDTF1A9"
AF7CJTWNXO7FSOLJG2ACU2KCCHTA,[  Literature & Fiction],"B01C9116AK,B00A71KP8O,B009L2ZH7O"
AF7CZ7R4AWHZXEGIYORJFWLJBNSQ,[  Religion & Spirituality],"B00F66O5AO,B00U6T57US,B00SN3EZKW"
AF7F6KA3YRVWNXPK3TVV7YYV63RA,[  Literature & Fiction],"B008219O1K,B07B8PKD64,B00TM5JSR0"
AF7FHJQEVOIIURX447AF62XH6YPQ,[  Literature & Fiction],"B00PUS8AEK,B01GOCENSM,B06XHK8WRL"
AF7IBTP57ZOTYJ4K7ZBWPLPVMH6Q,[  Science Fiction & Fantasy],"B0047Y171G,B000FBFMZ2,B004MME1RU"
AF7JK4ARKILO3NLZC65K4IJARAZA,[  Literature & Fiction],"B00SI02CV4,B002YKOXB6,B001BC5HXG"
AF7LGQTRFQUDCQ4MM4JNU52FNRLQ,[  Literature & Fiction],"B081DQ9M1F,B01LZ8U5AG,B00KQY2EC2"
AF7MGJW6ZYVDXFBQKJK7WC24E2NA,"[  'Mystery, Thriller & Suspense']","B0B9176WY5,B09RW9H3QH,B00TU3BTUI"
AF7N5UIBDHG3L7R5BKCA5Z7XRR3A,[  Literature & Fiction],"B002N83GSA,B00SI02CV4,B00FPXIFGS"
AF7ON5YRMAPI35K56TRM2644H2JQ,[  Literature & Fiction],"B01DF0TM2S,B00X2FDZKW,B01LZ37NWE"
AF7PO7TP3PRUHMLPOHBFRYQ6ETNQ,[  Literature & Fiction],"B09NSZJDMM,B098QS47D3,B0834TWTHX"
AF7UBYX74B6JO2NQSYVLWHVZJPOA,[  Literature & Fiction],"B079JQDJB5,B07MYLK9FP,B004UJ7VJU"
AF7VYUNXXT4HYRR2XZUNKM3EAW7A,[  Literature & Fiction],"B00DH5WVV6,B09G9VJTKT,B00M9WCUOQ"
AF7WYMY5XA3LZ6ZYNKMICCIARC5A,[  Literature & Fiction],"B00FO60AZ0,B0186N2W9Y,B00BVFM04C"
AF7XG7HN6JYYE5UVCXU66P2Q7Q3Q,[  Literature & Fiction],"B08JLY3X17,B01JOEK5WK,B01LZ8U5AG"
AF7Y7WZA7KL32AYQLIM72TPMGP4Q,[  Literature & Fiction],"B093Q53XLB,B00AMRGIXY,B0831GGQS7"
AF7YF5FHMYD7ZMJOFCCN65X3EBPQ,[  Literature & Fiction],"B0868V86HD,B073XJDDLJ,B07LGD67ZZ"
AFA4M54QGLWHZQFGDIQ2FZ4VPYSQ,[  Literature & Fiction],"B09QKSLPN9,B09PMZ93DT,B09QMHZ53K"
AFA5DFI433L2UFH27PBFFIK6H33A,[  Literature & Fiction],"B09DYFQPNX,B078GD3DRG,B08JLY3X17"
AFADLA7LSYKSTNDTM4OIW3XJPRFA,"[  'Mystery, Thriller & Suspense']","B06XQ655PC,B00JT2LEOG,B01JBFLIKK"
AFADLLV5WAUEU6TQD3FRN73T4LVA,[  Literature & Fiction],"B07P2VZ6ZL,B001BC5HXG,B000FCKG1G"
AFAG5VJGRDRRP3KNTOFF5SAKABDQ,[  Literature & Fiction],"B07FQMZJZR,B08P7VQTHF,B00F0XL3B2"
AFAHU5H37UGFKIMVKEGZL4GX34SQ,[  Literature & Fiction],"B07LG9FS7Q,B00P5OCS10,B00AB7VJB6"
AFAJCAF7DP63WJYZ2A5KMRBTMA6A,[  Literature & Fiction],"B01DHWACVY,B07NVPLW2P,B002UM5BXW"
AFANJJ7UXJGFSAFB67JTS5FEDMGQ,[  Literature & Fiction],"B00F3I7N3Q,B07YBTCMPH,B078GD3DRG"
AFAS7RP6OMYUQ7ZRJJNJXXSTQATA,[  Literature & Fiction],"B01A80HJ8M,B01FWES1A4,B009YAVVAU"
AFAUWPEWBCUROL7WWI2EOMP4ZSNA,[  Romance],"B09HLCTYZ8,B08XC816XM,B0834TWTHX"
AFAVV4GNMGAZVP2PYAQWBZMEVCDA,[  Literature & Fiction],"B09FPXJS4H,B01DNJMOBM,B00J8UD1OK"
AFB5L26ZMR3M5IXB3TR7NBTIFEYA,[  Literature & Fiction],"B09MCY9Y34,B09G9VJTKT,B08SBS41XV"
AFB74L6M6BMT7QFATQXGGINEW4AQ,[  Literature & Fiction],"B085BVSXS9,B07R8V69FN,B07NVD1276"
AFBEG4DD7IKZGROVFXNSUUQRJMWA,[  Literature & Fiction],"B009U5TCKU,B01KG2B33Y,B005EIO02C"
AFBEX7UDSIX53LNP6OMX36P422QQ,[  Literature & Fiction],"B00ME0TBFE,B07T9TZ9RP,B08P3KZJPH"
AFBFNHKRMIVBO5FMHUH27WKD5NZQ,[  Literature & Fiction],"B005OQGC1Q,B01N7QM9AU,B07PCPYWMV"
AFBHRXYZR3YGMAQ3M76C4UOLAC5A,[  Literature & Fiction],"B078XBQ4N5,B07DTB52HJ,B07RFQTJTG"
AFBIVPCP62YDMPK76MGD3YXOFH4A,[  Literature & Fiction],"B00N7TDP8K,B084FLW5KM,B00G2ANELO"
AFBLKCVZEIMX2BJDZTCK7WZYDRKQ,[  Literature & Fiction],"B07XJN2NGT,B076CNVRPH,B00NY7FB6O"
AFBNBKZROJBZIUILGZMXRLFKG7XA,[  Literature & Fiction],"B091N9KW8N,B09NSZJDMM,B09HLCTYZ8"
AFBNFJ2NUCOEA4NOWHVBFCKVSPGQ,[  Literature & Fiction],"B08RYQDKP2,B079ZYWJJ8,B00C4BA3UU"
AFBQO6N2IW3BNE725FXBS5CIQHUA,[  Literature & Fiction],"B082J5KYG6,B003JFJHTS,B016A31ZX6"
AFBSAEF7S5PLEGN55IJS4PR4OCBA,[  Literature & Fiction],"B09Z3D5B34,B09DYFQPNX,B0998WPHDS"
AFBSQT5PQCAAYWFT6PYIVX6LAPFQ,[  Literature & Fiction],"B08ZWPKZG1,B08G1D6PKK,B07FSMWL5N"
AFBTZSBK74GNWL7OQ3ARIWZWTGFA,[  Literature & Fiction],"B0BB52CCND,B09T971KPQ,B08B7YXJH7"
AFBUFHMI37HAQQJ2WU2MOP5IJ4QQ,[  Literature & Fiction],"B01N1U8IB3,B005ZOBNOI,B01M5IJM2U"
AFBW7YAGOACLDH4NEHL5JNFAMOXQ,[  Literature & Fiction],"B006ZPRRVY,B00A79N8X0,B004MYFNIO"
AFBWIOVAQU5VRJPVWNOGKWUWRJIA,[  Literature & Fiction],"B084TVCCK2,B07T9257DJ,B077WXP3KG"
